Source,Target,Type,Id,Label,Weight
2697,165,Undirected,32215,,1
716,602,Undirected,32216,,1
2437,155,Undirected,32217,,1
2003,46,Undirected,32218,,1
610,34,Undirected,32219,,1
2070,493,Undirected,32220,,1
755,669,Undirected,32221,,1
589,265,Undirected,32222,,1
437,35,Undirected,32223,,1
1213,585,Undirected,32224,,1
2520,440,Undirected,32225,,1
2091,927,Undirected,32226,,1
836,590,Undirected,32227,,1
1921,981,Undirected,32228,,1
2593,304,Undirected,32229,,1
502,79,Undirected,32230,,1
767,28,Undirected,32231,,1
638,183,Undirected,32232,,1
484,8,Undirected,32233,,1
540,43,Undirected,32234,,1
808,33,Undirected,32235,,1
787,778,Undirected,32236,,1
742,389,Undirected,32237,,1
638,590,Undirected,32238,,1
2211,365,Undirected,32239,,1
458,281,Undirected,32240,,1
805,643,Undirected,32241,,1
638,230,Undirected,32242,,1
2253,811,Undirected,32243,,1
737,492,Undirected,32244,,1
1748,829,Undirected,32245,,1
879,101,Undirected,32246,,1
981,12,Undirected,32247,,1
942,486,Undirected,32248,,1
198,122,Undirected,32249,,1
404,282,Undirected,32250,,1
1855,957,Undirected,32251,,1
1678,24,Undirected,32252,,1
902,884,Undirected,32253,,1
975,57,Undirected,32254,,1
521,5,Undirected,32255,,1
495,312,Undirected,32256,,1
2163,32,Undirected,32257,,1
836,356,Undirected,32258,,1
661,187,Undirected,32259,,1
669,359,Undirected,32260,,1
356,348,Undirected,32261,,1
467,400,Undirected,32262,,1
624,91,Undirected,32263,,1
2723,329,Undirected,32264,,1
325,191,Undirected,32265,,1
2502,36,Undirected,32266,,1
2864,712,Undirected,32267,,1
2627,784,Undirected,32268,,1
546,360,Undirected,32269,,1
385,11,Undirected,32270,,1
826,659,Undirected,32271,,1
583,17,Undirected,32272,,1
2682,711,Undirected,32273,,1
975,370,Undirected,32274,,1
2064,248,Undirected,32275,,1
743,249,Undirected,32276,,1
740,319,Undirected,32277,,1
2916,546,Undirected,32278,,1
499,391,Undirected,32279,,1
291,70,Undirected,32280,,1
836,715,Undirected,32281,,1
273,15,Undirected,32282,,1
816,605,Undirected,32283,,1
1982,127,Undirected,32284,,1
2450,291,Undirected,32285,,1
805,274,Undirected,32286,,1
628,127,Undirected,32287,,1
1395,101,Undirected,32288,,1
1244,969,Undirected,32289,,1
817,782,Undirected,32290,,1
1718,46,Undirected,32291,,1
585,232,Undirected,32292,,1
590,276,Undirected,32293,,1
594,37,Undirected,32294,,1
589,307,Undirected,32295,,1
225,90,Undirected,32296,,1
742,436,Undirected,32297,,1
884,624,Undirected,32298,,1
1180,396,Undirected,32299,,1
754,198,Undirected,32300,,1
760,669,Undirected,32301,,1
467,313,Undirected,32302,,1
2812,211,Undirected,32303,,1
225,28,Undirected,32304,,1
778,638,Undirected,32305,,1
376,153,Undirected,32306,,1
757,527,Undirected,32307,,1
401,367,Undirected,32308,,1
467,370,Undirected,32309,,1
160,155,Undirected,32310,,1
1459,467,Undirected,32311,,1
2605,283,Undirected,32312,,1
787,589,Undirected,32313,,1
436,94,Undirected,32314,,1
570,436,Undirected,32315,,1
758,97,Undirected,32316,,1
701,590,Undirected,32317,,1
536,91,Undirected,32318,,1
789,312,Undirected,32319,,1
617,458,Undirected,32320,,1
1811,85,Undirected,32321,,1
394,280,Undirected,32322,,1
2572,491,Undirected,32323,,1
932,778,Undirected,32324,,1
836,70,Undirected,32325,,1
350,99,Undirected,32326,,1
1290,359,Undirected,32327,,1
2685,801,Undirected,32328,,1
418,184,Undirected,32329,,1
360,70,Undirected,32330,,1
957,776,Undirected,32331,,1
586,495,Undirected,32332,,1
2136,62,Undirected,32333,,1
686,57,Undirected,32334,,1
947,901,Undirected,32335,,1
233,48,Undirected,32336,,1
809,694,Undirected,32337,,1
778,613,Undirected,32338,,1
2231,36,Undirected,32339,,1
701,673,Undirected,32340,,1
854,464,Undirected,32341,,1
599,15,Undirected,32342,,1
617,227,Undirected,32343,,1
757,383,Undirected,32344,,1
2040,860,Undirected,32345,,1
2253,554,Undirected,32346,,1
2893,377,Undirected,32347,,1
789,33,Undirected,32348,,1
153,13,Undirected,32349,,1
1402,413,Undirected,32350,,1
686,562,Undirected,32351,,1
719,510,Undirected,32352,,1
283,15,Undirected,32353,,1
1052,927,Undirected,32354,,1
1517,757,Undirected,32355,,1
1709,809,Undirected,32356,,1
543,376,Undirected,32357,,1
1381,260,Undirected,32358,,1
773,220,Undirected,32359,,1
394,66,Undirected,32360,,1
2805,13,Undirected,32361,,1
2164,484,Undirected,32362,,1
1231,33,Undirected,32363,,1
1459,444,Undirected,32364,,1
470,424,Undirected,32365,,1
1115,973,Undirected,32366,,1
939,553,Undirected,32367,,1
866,284,Undirected,32368,,1
1110,21,Undirected,32369,,1
1828,187,Undirected,32370,,1
818,781,Undirected,32371,,1
2792,625,Undirected,32372,,1
543,436,Undirected,32373,,1
830,79,Undirected,32374,,1
918,638,Undirected,32375,,1
1491,225,Undirected,32376,,1
844,17,Undirected,32377,,1
532,283,Undirected,32378,,1
283,78,Undirected,32379,,1
695,395,Undirected,32380,,1
122,11,Undirected,32381,,1
779,444,Undirected,32382,,1
748,502,Undirected,32383,,1
532,230,Undirected,32384,,1
976,747,Undirected,32385,,1
2990,225,Undirected,32386,,1
762,357,Undirected,32387,,1
347,110,Undirected,32388,,1
610,139,Undirected,32389,,1
748,312,Undirected,32390,,1
458,12,Undirected,32391,,1
576,273,Undirected,32392,,1
2049,467,Undirected,32393,,1
536,225,Undirected,32394,,1
464,225,Undirected,32395,,1
1864,294,Undirected,32396,,1
923,458,Undirected,32397,,1
740,331,Undirected,32398,,1
401,35,Undirected,32399,,1
401,33,Undirected,32400,,1
970,373,Undirected,32401,,1
1284,467,Undirected,32402,,1
3016,239,Undirected,32403,,1
665,151,Undirected,32404,,1
694,668,Undirected,32405,,1
666,12,Undirected,32406,,1
1383,265,Undirected,32407,,1
823,347,Undirected,32408,,1
1732,28,Undirected,32409,,1
2167,650,Undirected,32410,,1
211,145,Undirected,32411,,1
2376,652,Undirected,32412,,1
908,274,Undirected,32413,,1
754,48,Undirected,32414,,1
281,82,Undirected,32415,,1
419,274,Undirected,32416,,1
570,376,Undirected,32417,,1
2125,775,Undirected,32418,,1
605,97,Undirected,32419,,1
2493,805,Undirected,32420,,1
1590,149,Undirected,32421,,1
2303,833,Undirected,32422,,1
1217,260,Undirected,32423,,1
2497,142,Undirected,32424,,1
811,169,Undirected,32425,,1
838,627,Undirected,32426,,1
732,624,Undirected,32427,,1
638,534,Undirected,32428,,1
844,527,Undirected,32429,,1
379,110,Undirected,32430,,1
1597,902,Undirected,32431,,1
2272,901,Undirected,32432,,1
2930,351,Undirected,32433,,1
935,24,Undirected,32434,,1
867,802,Undirected,32435,,1
883,322,Undirected,32436,,1
649,246,Undirected,32437,,1
789,425,Undirected,32438,,1
266,191,Undirected,32439,,1
745,493,Undirected,32440,,1
532,153,Undirected,32441,,1
588,519,Undirected,32442,,1
381,155,Undirected,32443,,1
836,684,Undirected,32444,,1
348,13,Undirected,32445,,1
1993,600,Undirected,32446,,1
986,954,Undirected,32447,,1
1488,401,Undirected,32448,,1
2561,948,Undirected,32449,,1
416,275,Undirected,32450,,1
661,21,Undirected,32451,,1
628,312,Undirected,32452,,1
814,487,Undirected,32453,,1
370,32,Undirected,32454,,1
986,761,Undirected,32455,,1
1198,429,Undirected,32456,,1
825,724,Undirected,32457,,1
874,659,Undirected,32458,,1
2893,754,Undirected,32459,,1
2070,617,Undirected,32460,,1
585,29,Undirected,32461,,1
761,531,Undirected,32462,,1
652,246,Undirected,32463,,1
1788,562,Undirected,32464,,1
2624,767,Undirected,32465,,1
1519,414,Undirected,32466,,1
272,127,Undirected,32467,,1
867,274,Undirected,32468,,1
879,255,Undirected,32469,,1
849,101,Undirected,32470,,1
767,42,Undirected,32471,,1
467,272,Undirected,32472,,1
1966,618,Undirected,32473,,1
932,261,Undirected,32474,,1
593,489,Undirected,32475,,1
351,327,Undirected,32476,,1
776,272,Undirected,32477,,1
903,311,Undirected,32478,,1
960,307,Undirected,32479,,1
269,136,Undirected,32480,,1
2534,710,Undirected,32481,,1
1491,614,Undirected,32482,,1
1170,661,Undirected,32483,,1
847,620,Undirected,32484,,1
2486,510,Undirected,32485,,1
867,745,Undirected,32486,,1
864,176,Undirected,32487,,1
1141,767,Undirected,32488,,1
2288,782,Undirected,32489,,1
836,269,Undirected,32490,,1
370,312,Undirected,32491,,1
1343,233,Undirected,32492,,1
775,767,Undirected,32493,,1
680,538,Undirected,32494,,1
2520,372,Undirected,32495,,1
925,14,Undirected,32496,,1
760,569,Undirected,32497,,1
871,504,Undirected,32498,,1
378,282,Undirected,32499,,1
1808,570,Undirected,32500,,1
2081,372,Undirected,32501,,1
925,220,Undirected,32502,,1
306,13,Undirected,32503,,1
546,191,Undirected,32504,,1
781,499,Undirected,32505,,1
918,711,Undirected,32506,,1
605,187,Undirected,32507,,1
495,437,Undirected,32508,,1
1413,593,Undirected,32509,,1
69,13,Undirected,32510,,1
659,202,Undirected,32511,,1
975,655,Undirected,32512,,1
694,359,Undirected,32513,,1
859,787,Undirected,32514,,1
2605,287,Undirected,32515,,1
48,33,Undirected,32516,,1
1885,975,Undirected,32517,,1
1459,595,Undirected,32518,,1
975,527,Undirected,32519,,1
2552,760,Undirected,32520,,1
797,723,Undirected,32521,,1
463,64,Undirected,32522,,1
476,187,Undirected,32523,,1
883,578,Undirected,32524,,1
281,171,Undirected,32525,,1
1498,551,Undirected,32526,,1
476,225,Undirected,32527,,1
790,219,Undirected,32528,,1
798,426,Undirected,32529,,1
556,198,Undirected,32530,,1
932,396,Undirected,32531,,1
932,521,Undirected,32532,,1
655,467,Undirected,32533,,1
513,33,Undirected,32534,,1
283,191,Undirected,32535,,1
2765,932,Undirected,32536,,1
874,308,Undirected,32537,,1
920,669,Undirected,32538,,1
943,371,Undirected,32539,,1
572,191,Undirected,32540,,1
826,91,Undirected,32541,,1
589,502,Undirected,32542,,1
220,20,Undirected,32543,,1
618,2,Undirected,32544,,1
891,762,Undirected,32545,,1
1186,263,Undirected,32546,,1
710,556,Undirected,32547,,1
740,244,Undirected,32548,,1
923,683,Undirected,32549,,1
708,504,Undirected,32550,,1
1048,66,Undirected,32551,,1
900,890,Undirected,32552,,1
2048,668,Undirected,32553,,1
923,823,Undirected,32554,,1
932,166,Undirected,32555,,1
772,723,Undirected,32556,,1
972,226,Undirected,32557,,1
666,638,Undirected,32558,,1
1828,618,Undirected,32559,,1
2294,493,Undirected,32560,,1
2897,811,Undirected,32561,,1
816,225,Undirected,32562,,1
958,439,Undirected,32563,,1
614,467,Undirected,32564,,1
787,737,Undirected,32565,,1
401,314,Undirected,32566,,1
1402,467,Undirected,32567,,1
1378,932,Undirected,32568,,1
638,66,Undirected,32569,,1
918,304,Undirected,32570,,1
1983,198,Undirected,32571,,1
2879,775,Undirected,32572,,1
836,754,Undirected,32573,,1
401,336,Undirected,32574,,1
280,169,Undirected,32575,,1
2893,287,Undirected,32576,,1
956,666,Undirected,32577,,1
1903,343,Undirected,32578,,1
748,310,Undirected,32579,,1
429,404,Undirected,32580,,1
666,300,Undirected,32581,,1
2286,52,Undirected,32582,,1
1598,973,Undirected,32583,,1
772,43,Undirected,32584,,1
646,605,Undirected,32585,,1
359,19,Undirected,32586,,1
979,844,Undirected,32587,,1
66,9,Undirected,32588,,1
389,74,Undirected,32589,,1
2638,42,Undirected,32590,,1
1590,23,Undirected,32591,,1
1142,479,Undirected,32592,,1
2657,280,Undirected,32593,,1
628,409,Undirected,32594,,1
720,565,Undirected,32595,,1
291,159,Undirected,32596,,1
867,789,Undirected,32597,,1
794,665,Undirected,32598,,1
1329,980,Undirected,32599,,1
1598,444,Undirected,32600,,1
1921,811,Undirected,32601,,1
1230,665,Undirected,32602,,1
2207,782,Undirected,32603,,1
710,191,Undirected,32604,,1
2351,304,Undirected,32605,,1
789,356,Undirected,32606,,1
964,99,Undirected,32607,,1
748,586,Undirected,32608,,1
2573,592,Undirected,32609,,1
610,404,Undirected,32610,,1
2253,615,Undirected,32611,,1
2646,196,Undirected,32612,,1
789,605,Undirected,32613,,1
2421,136,Undirected,32614,,1
280,48,Undirected,32615,,1
776,476,Undirected,32616,,1
230,86,Undirected,32617,,1
1732,491,Undirected,32618,,1
701,33,Undirected,32619,,1
1999,536,Undirected,32620,,1
842,553,Undirected,32621,,1
975,754,Undirected,32622,,1
860,242,Undirected,32623,,1
499,389,Undirected,32624,,1
567,82,Undirected,32625,,1
2795,149,Undirected,32626,,1
627,486,Undirected,32627,,1
511,160,Undirected,32628,,1
923,110,Undirected,32629,,1
1141,122,Undirected,32630,,1
745,413,Undirected,32631,,1
866,191,Undirected,32632,,1
899,566,Undirected,32633,,1
816,91,Undirected,32634,,1
948,406,Undirected,32635,,1
160,130,Undirected,32636,,1
932,251,Undirected,32637,,1
1363,105,Undirected,32638,,1
2192,758,Undirected,32639,,1
849,387,Undirected,32640,,1
378,350,Undirected,32641,,1
848,495,Undirected,32642,,1
844,628,Undirected,32643,,1
370,187,Undirected,32644,,1
329,207,Undirected,32645,,1
1493,82,Undirected,32646,,1
1724,628,Undirected,32647,,1
646,583,Undirected,32648,,1
448,139,Undirected,32649,,1
2167,668,Undirected,32650,,1
463,196,Undirected,32651,,1
458,125,Undirected,32652,,1
2404,242,Undirected,32653,,1
762,467,Undirected,32654,,1
1517,975,Undirected,32655,,1
902,314,Undirected,32656,,1
648,527,Undirected,32657,,1
43,33,Undirected,32658,,1
317,242,Undirected,32659,,1
782,487,Undirected,32660,,1
454,283,Undirected,32661,,1
2573,769,Undirected,32662,,1
692,339,Undirected,32663,,1
486,5,Undirected,32664,,1
570,444,Undirected,32665,,1
858,255,Undirected,32666,,1
776,589,Undirected,32667,,1
2562,346,Undirected,32668,,1
285,108,Undirected,32669,,1
1898,486,Undirected,32670,,1
471,318,Undirected,32671,,1
1759,592,Undirected,32672,,1
476,48,Undirected,32673,,1
166,85,Undirected,32674,,1
2726,394,Undirected,32675,,1
1284,964,Undirected,32676,,1
672,589,Undirected,32677,,1
200,37,Undirected,32678,,1
1337,87,Undirected,32679,,1
642,359,Undirected,32680,,1
669,210,Undirected,32681,,1
350,227,Undirected,32682,,1
703,19,Undirected,32683,,1
458,84,Undirected,32684,,1
2684,960,Undirected,32685,,1
788,95,Undirected,32686,,1
655,615,Undirected,32687,,1
661,54,Undirected,32688,,1
1936,476,Undirected,32689,,1
997,246,Undirected,32690,,1
2610,874,Undirected,32691,,1
314,246,Undirected,32692,,1
981,241,Undirected,32693,,1
836,652,Undirected,32694,,1
772,308,Undirected,32695,,1
370,53,Undirected,32696,,1
322,18,Undirected,32697,,1
767,536,Undirected,32698,,1
732,343,Undirected,32699,,1
611,249,Undirected,32700,,1
2380,669,Undirected,32701,,1
879,666,Undirected,32702,,1
2663,333,Undirected,32703,,1
2294,761,Undirected,32704,,1
1603,621,Undirected,32705,,1
599,357,Undirected,32706,,1
869,698,Undirected,32707,,1
778,754,Undirected,32708,,1
1966,476,Undirected,32709,,1
1921,767,Undirected,32710,,1
1241,255,Undirected,32711,,1
1214,312,Undirected,32712,,1
293,53,Undirected,32713,,1
694,317,Undirected,32714,,1
1065,87,Undirected,32715,,1
824,628,Undirected,32716,,1
854,376,Undirected,32717,,1
646,346,Undirected,32718,,1
1903,534,Undirected,32719,,1
814,710,Undirected,32720,,1
608,456,Undirected,32721,,1
462,33,Undirected,32722,,1
1726,721,Undirected,32723,,1
859,666,Undirected,32724,,1
444,36,Undirected,32725,,1
2792,160,Undirected,32726,,1
294,187,Undirected,32727,,1
440,287,Undirected,32728,,1
809,476,Undirected,32729,,1
2761,278,Undirected,32730,,1
767,315,Undirected,32731,,1
690,298,Undirected,32732,,1
882,474,Undirected,32733,,1
462,348,Undirected,32734,,1
789,198,Undirected,32735,,1
761,109,Undirected,32736,,1
921,513,Undirected,32737,,1
1214,612,Undirected,32738,,1
1781,360,Undirected,32739,,1
245,111,Undirected,32740,,1
665,66,Undirected,32741,,1
2231,383,Undirected,32742,,1
1999,315,Undirected,32743,,1
607,132,Undirected,32744,,1
545,470,Undirected,32745,,1
2593,169,Undirected,32746,,1
2018,388,Undirected,32747,,1
1556,314,Undirected,32748,,1
1474,767,Undirected,32749,,1
943,614,Undirected,32750,,1
2960,326,Undirected,32751,,1
1836,821,Undirected,32752,,1
2023,149,Undirected,32753,,1
795,784,Undirected,32754,,1
951,312,Undirected,32755,,1
854,546,Undirected,32756,,1
1402,614,Undirected,32757,,1
1836,838,Undirected,32758,,1
975,891,Undirected,32759,,1
167,105,Undirected,32760,,1
357,168,Undirected,32761,,1
664,261,Undirected,32762,,1
558,359,Undirected,32763,,1
710,26,Undirected,32764,,1
1479,510,Undirected,32765,,1
2650,142,Undirected,32766,,1
1684,505,Undirected,32767,,1
755,242,Undirected,32768,,1
1491,605,Undirected,32769,,1
491,97,Undirected,32770,,1
903,546,Undirected,32771,,1
191,78,Undirected,32772,,1
2893,230,Undirected,32773,,1
127,8,Undirected,32774,,1
871,105,Undirected,32775,,1
669,361,Undirected,32776,,1
860,608,Undirected,32777,,1
664,195,Undirected,32778,,1
779,570,Undirected,32779,,1
797,665,Undirected,32780,,1
1171,158,Undirected,32781,,1
827,61,Undirected,32782,,1
762,16,Undirected,32783,,1
543,370,Undirected,32784,,1
1921,754,Undirected,32785,,1
795,344,Undirected,32786,,1
103,74,Undirected,32787,,1
583,525,Undirected,32788,,1
789,661,Undirected,32789,,1
960,210,Undirected,32790,,1
713,335,Undirected,32791,,1
760,241,Undirected,32792,,1
1465,344,Undirected,32793,,1
1062,847,Undirected,32794,,1
463,149,Undirected,32795,,1
1202,775,Undirected,32796,,1
1139,900,Undirected,32797,,1
659,312,Undirected,32798,,1
331,12,Undirected,32799,,1
1404,605,Undirected,32800,,1
1805,350,Undirected,32801,,1
953,624,Undirected,32802,,1
614,315,Undirected,32803,,1
837,357,Undirected,32804,,1
494,358,Undirected,32805,,1
378,365,Undirected,32806,,1
155,46,Undirected,32807,,1
762,599,Undirected,32808,,1
879,527,Undirected,32809,,1
957,265,Undirected,32810,,1
986,317,Undirected,32811,,1
809,366,Undirected,32812,,1
839,686,Undirected,32813,,1
564,130,Undirected,32814,,1
2883,379,Undirected,32815,,1
640,512,Undirected,32816,,1
878,608,Undirected,32817,,1
778,504,Undirected,32818,,1
2520,787,Undirected,32819,,1
891,826,Undirected,32820,,1
884,15,Undirected,32821,,1
926,589,Undirected,32822,,1
918,767,Undirected,32823,,1
395,31,Undirected,32824,,1
2728,312,Undirected,32825,,1
1404,261,Undirected,32826,,1
583,311,Undirected,32827,,1
2605,787,Undirected,32828,,1
703,78,Undirected,32829,,1
3004,233,Undirected,32830,,1
583,61,Undirected,32831,,1
1727,923,Undirected,32832,,1
362,46,Undirected,32833,,1
2903,40,Undirected,32834,,1
865,823,Undirected,32835,,1
884,28,Undirected,32836,,1
590,312,Undirected,32837,,1
2333,902,Undirected,32838,,1
920,383,Undirected,32839,,1
849,836,Undirected,32840,,1
1459,476,Undirected,32841,,1
283,53,Undirected,32842,,1
943,230,Undirected,32843,,1
414,283,Undirected,32844,,1
859,15,Undirected,32845,,1
480,91,Undirected,32846,,1
865,376,Undirected,32847,,1
731,521,Undirected,32848,,1
884,436,Undirected,32849,,1
1878,155,Undirected,32850,,1
789,758,Undirected,32851,,1
754,12,Undirected,32852,,1
1223,307,Undirected,32853,,1
1077,174,Undirected,32854,,1
545,12,Undirected,32855,,1
2727,595,Undirected,32856,,1
2520,754,Undirected,32857,,1
347,191,Undirected,32858,,1
1903,523,Undirected,32859,,1
2275,774,Undirected,32860,,1
700,329,Undirected,32861,,1
1725,313,Undirected,32862,,1
1419,656,Undirected,32863,,1
587,378,Undirected,32864,,1
425,289,Undirected,32865,,1
346,321,Undirected,32866,,1
1610,597,Undirected,32867,,1
1735,214,Undirected,32868,,1
874,417,Undirected,32869,,1
2916,130,Undirected,32870,,1
859,162,Undirected,32871,,1
1724,940,Undirected,32872,,1
816,646,Undirected,32873,,1
973,373,Undirected,32874,,1
923,778,Undirected,32875,,1
802,476,Undirected,32876,,1
370,78,Undirected,32877,,1
981,387,Undirected,32878,,1
562,256,Undirected,32879,,1
527,110,Undirected,32880,,1
903,772,Undirected,32881,,1
615,249,Undirected,32882,,1
923,367,Undirected,32883,,1
397,61,Undirected,32884,,1
161,84,Undirected,32885,,1
648,59,Undirected,32886,,1
2167,884,Undirected,32887,,1
801,695,Undirected,32888,,1
754,665,Undirected,32889,,1
742,638,Undirected,32890,,1
145,112,Undirected,32891,,1
898,417,Undirected,32892,,1
964,510,Undirected,32893,,1
251,232,Undirected,32894,,1
995,787,Undirected,32895,,1
2802,785,Undirected,32896,,1
241,191,Undirected,32897,,1
1353,767,Undirected,32898,,1
686,230,Undirected,32899,,1
639,85,Undirected,32900,,1
903,434,Undirected,32901,,1
638,589,Undirected,32902,,1
618,187,Undirected,32903,,1
2695,32,Undirected,32904,,1
823,701,Undirected,32905,,1
445,12,Undirected,32906,,1
628,8,Undirected,32907,,1
951,401,Undirected,32908,,1
2333,504,Undirected,32909,,1
360,17,Undirected,32910,,1
2040,954,Undirected,32911,,1
816,159,Undirected,32912,,1
1649,246,Undirected,32913,,1
628,291,Undirected,32914,,1
1836,361,Undirected,32915,,1
200,141,Undirected,32916,,1
346,81,Undirected,32917,,1
694,414,Undirected,32918,,1
320,184,Undirected,32919,,1
2912,296,Undirected,32920,,1
356,265,Undirected,32921,,1
891,272,Undirected,32922,,1
545,376,Undirected,32923,,1
673,361,Undirected,32924,,1
787,33,Undirected,32925,,1
2723,226,Undirected,32926,,1
754,476,Undirected,32927,,1
1402,745,Undirected,32928,,1
3004,670,Undirected,32929,,1
2153,26,Undirected,32930,,1
754,614,Undirected,32931,,1
583,392,Undirected,32932,,1
136,116,Undirected,32933,,1
2130,918,Undirected,32934,,1
464,320,Undirected,32935,,1
361,130,Undirected,32936,,1
1556,63,Undirected,32937,,1
627,226,Undirected,32938,,1
776,638,Undirected,32939,,1
942,46,Undirected,32940,,1
859,661,Undirected,32941,,1
1828,394,Undirected,32942,,1
230,12,Undirected,32943,,1
865,248,Undirected,32944,,1
836,241,Undirected,32945,,1
891,372,Undirected,32946,,1
527,34,Undirected,32947,,1
161,36,Undirected,32948,,1
370,122,Undirected,32949,,1
767,459,Undirected,32950,,1
665,376,Undirected,32951,,1
1157,130,Undirected,32952,,1
417,320,Undirected,32953,,1
988,948,Undirected,32954,,1
1112,740,Undirected,32955,,1
466,29,Undirected,32956,,1
981,620,Undirected,32957,,1
1062,421,Undirected,32958,,1
813,564,Undirected,32959,,1
458,141,Undirected,32960,,1
1772,546,Undirected,32961,,1
824,307,Undirected,32962,,1
470,178,Undirected,32963,,1
2064,162,Undirected,32964,,1
3031,294,Undirected,32965,,1
357,63,Undirected,32966,,1
918,191,Undirected,32967,,1
2726,940,Undirected,32968,,1
628,94,Undirected,32969,,1
2000,819,Undirected,32970,,1
303,195,Undirected,32971,,1
1671,867,Undirected,32972,,1
474,77,Undirected,32973,,1
424,370,Undirected,32974,,1
597,210,Undirected,32975,,1
2421,835,Undirected,32976,,1
308,273,Undirected,32977,,1
383,57,Undirected,32978,,1
605,464,Undirected,32979,,1
955,135,Undirected,32980,,1
1302,814,Undirected,32981,,1
430,343,Undirected,32982,,1
1165,838,Undirected,32983,,1
873,198,Undirected,32984,,1
745,86,Undirected,32985,,1
1261,734,Undirected,32986,,1
376,211,Undirected,32987,,1
988,14,Undirected,32988,,1
198,48,Undirected,32989,,1
2465,122,Undirected,32990,,1
879,53,Undirected,32991,,1
943,859,Undirected,32992,,1
1121,600,Undirected,32993,,1
2352,525,Undirected,32994,,1
2769,695,Undirected,32995,,1
624,614,Undirected,32996,,1
271,198,Undirected,32997,,1
754,296,Undirected,32998,,1
964,359,Undirected,32999,,1
1753,665,Undirected,33000,,1
886,823,Undirected,33001,,1
590,48,Undirected,33002,,1
959,321,Undirected,33003,,1
1947,740,Undirected,33004,,1
830,497,Undirected,33005,,1
240,1,Undirected,33006,,1
265,70,Undirected,33007,,1
826,464,Undirected,33008,,1
267,241,Undirected,33009,,1
233,111,Undirected,33010,,1
787,169,Undirected,33011,,1
757,33,Undirected,33012,,1
661,166,Undirected,33013,,1
688,405,Undirected,33014,,1
773,316,Undirected,33015,,1
690,246,Undirected,33016,,1
842,309,Undirected,33017,,1
650,215,Undirected,33018,,1
168,11,Undirected,33019,,1
1608,315,Undirected,33020,,1
847,683,Undirected,33021,,1
1921,836,Undirected,33022,,1
493,291,Undirected,33023,,1
738,610,Undirected,33024,,1
1972,955,Undirected,33025,,1
2926,475,Undirected,33026,,1
836,491,Undirected,33027,,1
567,121,Undirected,33028,,1
2883,758,Undirected,33029,,1
440,304,Undirected,33030,,1
615,597,Undirected,33031,,1
995,605,Undirected,33032,,1
879,141,Undirected,33033,,1
748,638,Undirected,33034,,1
612,528,Undirected,33035,,1
730,121,Undirected,33036,,1
2970,427,Undirected,33037,,1
1402,198,Undirected,33038,,1
602,372,Undirected,33039,,1
787,748,Undirected,33040,,1
2795,787,Undirected,33041,,1
981,272,Undirected,33042,,1
2923,686,Undirected,33043,,1
1116,413,Undirected,33044,,1
1290,218,Undirected,33045,,1
879,724,Undirected,33046,,1
1935,372,Undirected,33047,,1
966,683,Undirected,33048,,1
808,762,Undirected,33049,,1
368,361,Undirected,33050,,1
923,613,Undirected,33051,,1
511,71,Undirected,33052,,1
1608,592,Undirected,33053,,1
1828,169,Undirected,33054,,1
1911,168,Undirected,33055,,1
2893,543,Undirected,33056,,1
499,244,Undirected,33057,,1
2130,754,Undirected,33058,,1
2272,318,Undirected,33059,,1
724,665,Undirected,33060,,1
754,370,Undirected,33061,,1
865,859,Undirected,33062,,1
844,23,Undirected,33063,,1
932,132,Undirected,33064,,1
2049,495,Undirected,33065,,1
713,244,Undirected,33066,,1
292,139,Undirected,33067,,1
762,161,Undirected,33068,,1
694,377,Undirected,33069,,1
944,775,Undirected,33070,,1
1616,331,Undirected,33071,,1
809,754,Undirected,33072,,1
436,304,Undirected,33073,,1
2723,132,Undirected,33074,,1
524,232,Undirected,33075,,1
891,9,Undirected,33076,,1
260,7,Undirected,33077,,1
1111,564,Undirected,33078,,1
2941,413,Undirected,33079,,1
781,309,Undirected,33080,,1
2527,902,Undirected,33081,,1
665,33,Undirected,33082,,1
836,312,Undirected,33083,,1
745,210,Undirected,33084,,1
1047,149,Undirected,33085,,1
638,202,Undirected,33086,,1
801,220,Undirected,33087,,1
413,149,Undirected,33088,,1
956,168,Undirected,33089,,1
605,589,Undirected,33090,,1
589,467,Undirected,33091,,1
816,536,Undirected,33092,,1
200,105,Undirected,33093,,1
583,448,Undirected,33094,,1
2855,378,Undirected,33095,,1
894,178,Undirected,33096,,1
1261,169,Undirected,33097,,1
690,615,Undirected,33098,,1
659,15,Undirected,33099,,1
2796,761,Undirected,33100,,1
1921,615,Undirected,33101,,1
1161,399,Undirected,33102,,1
628,14,Undirected,33103,,1
318,317,Undirected,33104,,1
776,536,Undirected,33105,,1
742,15,Undirected,33106,,1
311,224,Undirected,33107,,1
1724,351,Undirected,33108,,1
748,394,Undirected,33109,,1
648,360,Undirected,33110,,1
2037,37,Undirected,33111,,1
564,440,Undirected,33112,,1
589,168,Undirected,33113,,1
139,33,Undirected,33114,,1
975,462,Undirected,33115,,1
967,33,Undirected,33116,,1
910,692,Undirected,33117,,1
683,307,Undirected,33118,,1
844,836,Undirected,33119,,1
891,778,Undirected,33120,,1
487,312,Undirected,33121,,1
207,185,Undirected,33122,,1
392,321,Undirected,33123,,1
2979,70,Undirected,33124,,1
1753,151,Undirected,33125,,1
589,219,Undirected,33126,,1
496,384,Undirected,33127,,1
